nombre,telefono,mail,web,referentes
Grupo H2O - Centro CAIF Ciudad de Verbania,2314 2570,caifciudaddeverbania@hotmail.com,,
Grupo Tercera Edad Abuelos Amigos 2003,2365 3762,,,
Grupo de Mujeres Piccioli,2514 4234,grupopic@gmail.com,,Gladys Ferrúa| Alejandra Cequeira| Cristina Soria
Grupo Vivir,4733 5246,annykfalletti@adinet.com.uy | estudioyf@adinet.com.uy,,Esther Galbarini| Directora| Anny Falletti| Subdirectora| Graciela Rodríguez| Secretaria
Grupo Solidario El Niño del Milagro,,elniniodelmilagro@hotmail.com,,
Grupo Santísima Trinidad,,,,
Grupo Scout Pedro Oscar Riera,092882880,totoriera2015@gmail.com,,Felipe Royol Jefe de Grupo| Michelle Sainun Presidenta de la Comisión de Padres| Pedro Riera Jefe de Brigada
Grupo Terapéutico La Amistad,23071902 | 2304 9312,,,
Grupo Renacer Montevideo,2622 9399 | 2706 8842,renacermontevideo@adinet.com.uy,,Alba Lanza de Morán| Alicia Quintillán| Cristina García
Grupo Raíces,4632 7638,rosariolivera@hotmail.com,,Rosario Olivera| Presidenta y Directora
Grupo Salud| Entretenimiento y Recreación,2709 8350,raquelina@gruposer.org,http://www.gruposer.org,
Grupo Retazos,4222 4142,,http://gruporetazos.blogspot.com/2008/02/retazos.html,
Grupo Renacer de Sayago,2309 0243,,,
Espacio Cultural Al Pie de la Muralla,2915 9343,alpiedelamuralla@adinet.com.uy,http://www.alpiedelamuralla.com,Adriana Careaga - Directora| Deovidio Careaga - Director
Guardería Barrio Anglo - Centro CAIF Barrio Anglo Nº 9,4562 2587,caifanglo9@hotmail.com,,
Grupos de familias Nar-Anon,2575 0136 (correo de voz) | 098-554-588,naranon@internet.com.uy,http://www.internet.com.uy/naranon,
Guardería CAPALGUI - Centro CAIF CAPALGUI,4742 2476,caifcapalgui@hotmail.com,,
Guardería Los Naranjitos - Centro CAIF Los Naranjitos y Azahares,4452 0895,caiflosnaranjitos@gmail.com,,
Grupo Si Podemos,,,,
Guardería Los Pitufos - Centro CAIF Los Pitufos,4530 8188,caiflospitufos55@hotmail.com,,
Grupo XXI,4732 4981,grupoxxi@adinet.com.uy,http://grupoxxi.blogspot.com,Daniel Riviezzo| Coordinador.| Adriana Pintos| Alvaro Campos
Guardería Infantil de Young Caritas Felices - Centro CAIF,4567 2492,guarderiacaritas@hotmail.com,,Itilda Carbone| Presidenta| Gladys Negrin| Vicepresidenta| María Ferret Ruiz| Tesorera
Guardería Estación Atlántida - Centro CAIF,4372 0806,caifestatlantida@gmail.com,,
Guardería Centro CAIF Los Pinitos,2296 9075,lospinitos@adinet.com.uy,,
Guardería Emir Ferreira Avila - Centro CAIF Tranqueritas| Ventanita Feliz y Hormiguitas de Vida Nueva,4656 2198,caiftranqueritas@hotmail.com,,
Guardería El Ombú - Centro CAIF La Pedrera,4622 9108,caiflapedrera@adinet.com.uy,,
Guardería Las Ardillitas - Centro CAIF Las Ardillitas,4538 8137,caiflasardillitas@hotmail.com,,
Guardería 33 Orientales - Centro CAIF 33 Orientales,4623 8955,caif33orientales@gmail.com,,
Guardería Los Patitos - Centro CAIF Los Patitos,4622 2425,caiflospatitos@hotmail.com,,
Guardería Renacer II-Centro CAIF Renacer II,4623 9312,caifrenacer2@hotmail.com,,Leda Lima| Presidenta
Hogar de Ancianos Aida Arce de Rodriguez,4542 2215,,,
Hogar de Adultos Mayores Ana Arriola de Ado,4399 3338 |4390 9476,,,
Guardería Rodó - Centro CAIF Mis Primeros Pasitos,4538 2364,No tiene,,
Hilando Vidas,4622 7957 | 098 899 134,oschilandovidas@gmail.com,,Nelson Rodríguez| Adriana Cocco
Hillel Uruguay - Fundación para la Vida Judía,2712 4842,hillel@hillel.org.uy,http://www.hillel.org.uy,
Guardería Villa Sara - Centro CAIF Villa Sara,4452 6791,caifvillasara@adinet.com.uy,,
Guardería Esperanza - Centro CAIF Esperanza,4658 2966,caifesperanzamdc@hotmail.com,,
Guidaí Na Hue - Centro CAIF Timbal,23228080 int. 153,caiftimbal@gmail.com,,Verónica Iturriaga| Presidenta
Hogar de Ancianos,4311 2481,,,
Guardianes de la Costa,098757434,guardianesdelacosta0@gmail.com,,Francisco Neves| Josefina Villarmarzo| Lucia Moreira
Gurises Unidos,2400 3081 | 2408 8572 | 2409 6828,secretaria@gurisesunidos.org.uy,http://www.gurisesunidos.org.uy,Elcira Berrutti - Presidenta| Gonzalo Salles| Director| María Elena Martínez| Secretaria
Hogar de Ancianos de Castillos,,,,
Guardería Montes - Centro CAIF Blanca Nieves,4317 5590,caifblancanieves@adinet.com.uy,,
Guardería Mi Salita - Centro CAIF Mi Salita,4622 1565,caifmisalita@adinet.com.uy,,
Hogar de Ancianos de Rocha| Dr. Angel Modesto Delgado,4472 8866,,,
Hogar de Ancianos de San Gregorio de Polanco,4630 9550|4630 9129,,,
Hogar de Ancianos de Minas de Corrales,4622 0747,,,
Hogar de Ancianos de Treinta y Tres,4452 5025,,,
Hogar de Ancianos de Rio Negro,4562 0150,,,
Hogar de Ancianos de Melo,4642 3157 |4642 3216,,,
Hogar de Ancianos de Mercedes,4532 1179,,,
Hogar de Ancianos de Chuy,4472 2478,,,
Hogar de Ancianos Cardona| Florencio Sánchez y Zonas Vecinas,4536 7622,,,
Hogar de Ancianos de Mariscala,4449 2110,,,
Hogar de Ancianos Tarariras,4574 2900,,,
Hogar de Ancianos de Sarandi del Yí,4367 9326,,,
Hijos Uruguay,99535754,hijosuruguay@gmail.com,http://hijosuruguay.blogspot.com,Sandra Pelúa| Martina Callaba
Hogar de Ancianos Q. F Eva González Olaza,,,,
Hogar de Ancianos Puga Soria (Antes N° 45),4336 2096,,,
Gurisito de Río Branco - Centro CAIF Gurisito de Río Branco,4675 5902,caifgurisito@hotmail.com,,
Hogar Maranata,2369 3278,,,
Hogar de Ancianos Calor de Hogar,4562 5805,,,
Hogar Mallet Barros Blancos,2288 2375,hogarmalett@gmail.com,http://www.facebook.com/hogarmallet,Mario Hernández| Presidente| José Rivero| Secretario
Hogar de Ancianos de Villa 25 de Mayo,4339 2019,,,
Hogar de Ancianos de Artigas,4772 2222 | 2806 2619,,,
Hogar de Ancianos Centenario Conchillas,4577 2134,,,
Hogar La Bonne Garde,,,,
Hogar del Anciano de Florida,4352 2515,,,
Hogar La Huella,2365 0827,lahuella@lahuella.org.uy,http://lahuella.org.uy,Patricia Piera| Presidenta| Mario Gramoso| Coordinación General
Hogar Español de Ancianos,2209 0836,,,
Hogar Italiano,24082614,gerardopilatti@hotmail.com,http://www.hogaritaliano.com,Gerardo Pilatti - Presidente| Nicolas Pilatti Umpierrez - Secretario| Irascema Camargo - Tesorera
Honrar la vida,,contacto@honrarlavida.org.uy,http://www.honrarlavida.org.uy,Zulma Camacho| Presidenta
Hogar de Ancianos Nueva Palmira,4544 6020,,,
Hogar Vida,4562 8799,,,
Hogar El Sarandí,4558 8756,hsarandi@adinet.com.uy,http://www.iglesiavaldense.org,
Hogar Victoriano Sosa,4562 2470,,,
Iglesia Adventista del Séptimo Día,2480 0173,,,
Hogar de Ancianos y Obras Sociales de Rio Branco,4675 2960,,,
Iglesia Anglicana del Uruguay,2915 9627,iglesiaau@gmail.com,http://www.comunionuruguay.org,Miguel Tamayo| Presidente
Identidad Afro Rivera,092946113,grmj1968@gmail.com,,Gilda Machado (Presidente)
Hogar de Niños María Auxiliadora,,hogarlascano.ma@adinet.com.uy,,
Hogar Stella Maris de La Floresta,4373 9696,,,
Horizonte Max FM,4773 2747,horizontemax@hotmail.com,http://horizontemax913.blogspot.com,Daniel Chiappini| Magda Ospitaleche
Ideas en Acción,098764334,nedydavila@yahoo.com.ar,http://www.facebook.com/Ideas-en-acción-1535941400039624/,Nedy Davila
Hostelling International Uruguay,29027788 - 29022999,,http://www.hosteluruguay.org,
Horizonte,4532 2808,oschorizonte10@gmail.com,http://Facebook REMSO,Ana González Directiva| Tesorera| Dominga Bautes Directiva| Presidenta| Mabel Ramírez Directiva| Vicepresidenta
Hogar para Ancianos de Colonia Valdense,4558 8818 | 4558 9316,,,Beatriz Ferrari| Directora
Iglesia Evangélica Valdense - Carmelo,4542 3172,lilicha@adinet.com.uy,,Ruth Soulier
Iglesia Evangélica Valdense - Fray Bentos,4562 2718,,,Ana Ramalho| Sergio Rivoir
Iglesia Evangélica Menonita,2354 8639,hanwoelke@yahoo.com | beat_barrios@hotmail.com,http://enfoque.virtualave.net/,Beatriz Barrios| Presidenta de las Iglesias Menonitas
Iglesia Evangélica Pentecostal Naciente,2924 6550,obisposamuelflores@hotmail.com,,
Iglesia Evangélica Bautista Radio Norte,2203 6219,irn@adinet.com.uy,http://www.radionorte.uy/iglesia,Mario Bueno| Richard Gutiérrez| .
Iglesia del Nazareno,2294 0904,comuruguay@gmail.com | comuruguay@samnaz.org,http://www.comuruguay.wordpress.com/,
Huertas Comunitarias Montevideo,099095440 (Vivero Municipal Parque Rivera) |  098983722,huertascm2014@gmail.com,http://FB: HuertasComunitariasMontevideo,Inés Velazco| Diego Ruete
Hogar San Jose Padre H Jose Novoa,,,,
Iglesia Evangélica Armenia,2208 7350 | 2203 8002,,http://www.esperanzaenlaciudad.com (proyecto de la Iglesia de Montevideo),Pastor Pedro Lapadjian
Huerta Taller Protegido Buscando Espacio,4522 8891,,,Nicolás Vodanovich
Iglesia de Jesucristo de los Santos de los Últimos Días (Mormones),2604 7300,,http://www.lds.org,
Iglesia de los Santos de los Últimos Días,,nunezvf@ldschurch.org,http://www.saladeprensamormona.org.uy,Raquel Porley| Directora de Asuntos Públicos
Iglesia de Dios Pentecostal Movimiento Internacional,2203 4076,contacto@iglesiamibellavista.org,http://www.iglesiamibellavista.org,Darío Quintana| Pastor
Iglesia Ortodoxa Rusa,,,,
Iglesia Ortodoxa Griega San Nicolas - Colectividad Helénica en el Uruguay,23097804 | 23097330 | 23111190,,http://coleheleuruguay.blogspot.com/,Teófilo Scandaliaris| Presidente| Miguel Sezeñas| Vice presidente
Institución Dalmanutá - Centro Integral de Barrio Dalmanutá,2322 9633,dalmamelilla@gmail.com,http://www.instituciondalmanuta.org,Laura Olivera
Iglesia Católica Apostólica Romana - Conferencia Episcopal del Uruguay,2481 2577,ceusecre@gmail.com,http://www.iglesiacatolica.org.uy,Mons. Daniel Fernando Sturla| Arzopispo de Montevideo
Iglesia Evangélica Luterana Unida,2480 6345,,http://www.ielu.org | ielunuestrosalvador.wordpress.com,Octavio Burgoa| Pastor| Beatriz Simonassi| Administradora| Deborah Coté| Vicaria
Institución Atlética 18 de Julio,4562 3751,,,Ruben Carminatti| Gonzalo Galeano
Iglesia Evangélica del Río de la Plata,,ierpmontevideo@yahoo.com,http://iglesiaevangelica.org/distritos/uruguay,Pastor Armin Ihle| Julio Strauch| Pastor Distrital| Carlos Alfredo A. Duarte Voelker| Presidente
Infancia Adolescencia Ciudadana,2915 54 19,iaciabogadas@gmail.com,http://iaci.org.uy,Alicia Deus| Presidenta| Patricia Díaz| Secretaria| Lilian Curbelo Podestá| Tesorera
Iglesia Cristiana Evangélica Hermanos Libres,,,,
Iglesia Universal del Reino de Dios,0800 8804,,http://iurduruguay.com/,
Iglesia Pentecostal Dios es Amor,2900 7503 | 2908 6653,ipdauruguay@hotmail.com,http://www.ipda.org.uy/,Pr. Osvaldo Diniz| Responsable Nacional| Hna. Natalia Diniz| Consejera Nacional
Iglesia Apostólica Armenia,2209 0165,,,
Iglesia Nueva Apostólica,2902 0091,,,
Iniciativas Sanitarias,,info@iniciativas.org.uy,http://www.iniciativas.org.uy,
Iguales y Punto,098 898 370,sole.gba@gmail.com,http://igualesypunto.blogspot.com,
Iniciativa Latinoamericana,2409 3606,info@inlatina.org,http://www.inlatina.org,Silvia Vetrale| Directora| María Eugenia Machado| Coordinadora| Ivana Silva| Coordinadora
Instituto de Estudios Sociales,2915 7464,ies@redfacil.com.uy,http://www.iesweb.org,Ana Castillos| Yessica Hourdebaigt| Miguel Lecchini
Instituto de Estudios Legales y Sociales del Uruguay,2908 78 03 / 2908 58 73,ielsur@ielsur.org,http://ielsur.org,Luis Pedernera| Director
Instituto de Formación Sexológica Integral,2908 53 43,info@sexur.org,http://www.sexur.org,
Iglesia Metodista del Uruguay,2413 6552 | 2413 6554,informes@imu.org.uy,http://www.imu.org.uy,Oscar Bolioli| Presidente| María Victoria Ferrer| Secretaria
Instituto de Comunicación y Desarrollo,,info@lasociedadcivil.org,http://www.lasociedadcivil.org,Anabel Cruz| Codirectora| Fernando Barreiro| Codirector| Analía Bettoni| Coordinadora de proyectos
Instituto de Formación Sociosanitaria,2710 0963,m.naranjo@iudefa.com,http://www.institutoifoss.org,Martha Naranjo| Camila Sosa| Luisina Tuduri
Instituto Cultural Casa Bertolt Brecht,2900 32 40,info@cbb.org.uy,http://cbb.org.uy,Javier Taks - Presidente| Rosana Abella - Secretaria
Iglesia Evangélica Valdense del Río de La Plata,4558 8110 | 4522 2509,moderador.iev@gmail.com | cielomar@adinet.com.uy,,
Instituto COVIMA Pro Vivienda y Medio Ambiente,2900 9615 | 2903 2581,covima@adinet.com.uy,,
Instituto de Educación y Protección Animal,,contacto@idepa.org.uy,http://www.idepa.org.uy,Christian Morales
Instituto Cuesta Duarte,2400 4160 | 2400 5480,secretaria@cuestaduarte.org.uy,http://www.cuestaduarte.org.uy,Milton Castellano| Director
Instituto Camino Abierto del Uruguay,2409 0326,icatulip2005@adinet.com.uy,,
Instituto Crecer,2200 3004,institutocrecer.incre@gmail.com,http://www.incre.edu.uy,Rosanna Ospitales
Instituto Cooperativo de Consultoría y Asesoría,2409 6561,rossana@groove.com.uy,http://icca-uruguay.webnode.com.uy,
Institución Kolping,2486 0060,institucion@kolping.org.uy,http://www.kolping.org.uy,Antonio Silva| Presidente| Agustín Aishemberg| Director
Impactos FM,4732 6997 | 098539338,impactosfm1@hotmail.com,http://www.impactosfm.org,
Instituto Hermanas de San José,4632 2401,hogarpaznadal@hotmail.com,,
Instituto del Hombre,2313 5305,idh.adm@gmail.com,http://idhuruguay.blogspot.com,Eduardo Musto| Presidente| Andrés Passadore
Instituto de Promoción Económico Social del Uruguay,2408 91 58 | 2408 38 35 | 2408 55 33,ipru@ipru-uruguay.org,http://ipru.edu.uy,Alicia Canapale Alpino| Directora Ejecutiva| Ana María Freccero| Secretaria de Dirección| Mariana Zabaleta Varela| Supervisora
Instituto de las Religiosas de Jesús María - Centro CAIF Jesús María,4536 9228,jmcardona@netgate.com.uy,http://www.jesusmaria.edu.uy,Hna. Carolina Salgado rjm. Presidenta| Hna. Ruth María Otero rjm. Vicepresidente
Iglesia Evangélica Valdense - Young,4567 5296,,,Gustavo Muniz
Instituto del Tercer Mundo,2403 1424,,http://www.item.org.uy,Celia Eccher| Presidenta| Roberto Bissio| Director Ejecutivo
Instituto para Discapacitados Intelectuales Motrices y Emocionales,2203 6037,institutoidime@hotmail.com,http://www.idime.edu.uy,Estela Grenni| Encargada de Dirección
Instituto Camino Abierto del Uruguay - Granja Hogar Los Tulipanes,4347 8519,icatulip2005@adinet.com.uy,,Melisa Mederos| Directora| Catalina Nuñez
Instituto Histórico Cultural y Museo de Bellas Artes,434 23672,contacto@museosanjose.com,http://www.museosanjose.com,
Instituto Canadá de Rehabilitación,4724 0884,,http://www.institutocanadapaysandu.com.uy,Mary Zapata| Directora| Graciela Estefanell| Sub-Directora| Marta Montero| Secretaria
Instituto Metodista Universitario Crandon,2480 2625 I 2487 3375 int. 123,,http://www.universitariocrandon.edu.uy/,Dr. Richard Millán| Presidente| Marta Ricchero| Vice-presidente
Instituto para el Desarrollo Territorial Rural y Aguas,099864894,indra@indra.org.uy,http://www.indra.org.uy,Santiago Larghero| Aler Donadío| Miguel Araujo
Instituto Legal de los Derechos de los Animales,,secretaria.ilda@gmail.com,http://ildauruguay.blogspot.com,Ana Rita Colombo
Instituto Jurídico Cristiano| Uruguay,,,http://www.ijcuruguay.org,
Instituto Pro Bienestar Social del Anciano de José Pedro Varela,4455 9102 | 4455 9799,,,
Instituto Mujer y Sociedad,2409 36 31 | 2401 33 75,insmujer@adinet.com.uy,http://institutomujerysociedad.com,Lilián Curbelo - Presidenta| Lorena Falcone - Vicepresidenta| Jacqueline Francomano - Secretaria
Instituto Integral Río Negro,4562 9339,vteibo@hotmail.com,,Lilián Gómez| Directora
Instituto Raíces Afro,096 895 712,raicesafro@gmail.com,,
Instituto Secundario Prof. Carlos Scaffo,4362 6756 | 099570877,instituscaffo@edu.uy,http://www.facebook.com/pages/Instituto-Carlos-Scaffo/295420377192036,
Instituto Pro Bienestar Social del Anciano de Palmitas,4534 2450 | 45342749,,,
InterArte,2401 7472,,http://www.interarte.com.uy,
Instituto Superior Salesiano,2408 2756 I 091 316 569,instituto.superior@iss.edu.uy,http://www.iss.edu.uy/,
Instituto Uruguayo de Lactancia Materna,099 669078,info@iulam.org.uy,http://www.iulam.org.uy,Myriam Alvez - Presidenta| Karen Barilas - Secretaria| Claudia López Rodríguez - Coordinadora de proyectos educativos
Instituto Humanista Cristiano Juan Pablo Terra,24008992,ihcterra@gmail.com,http://www.institutojuanpabloterra.org.uy,Pablo Martínez Bengochea - Presidente| Horacio Ottonelli - Vicepresidente| Gastón Rico - Director
Instituto Pro Bienestar Social del Anciano de Rosario,4552 2630,,,
Instituto Uruguayo de Turismo Sustentable,099131006,info@iutus.org,http://iutus.org,Estela Zorrilla de San Martín| Presidenta| Álvaro González Gervasio| Director
Instituto Uruguayo de Auditoria Interna,2915 2701 | 2915 0319,iuai@adinet.com.uy,http://www.iuai.org.uy,Adriana Toscano| Presidente.| Carmen Rua |Vice-Presidente.| María del Carmen Torres| Secretaria.
Instituto Universitario de Postgrado en Psicoanálisis,2410 7418,,http://www.apuruguay.org/,Silvia Flechner| Rectora| María Cristina Fulco| Decana
Instituto Pro Bienestar Social del Anciano de Nueva Helvecia,4554 5483,,,
Jóvenes Fuertes,099 259 358,voluntariadojf@gmail.com | sole.cardoso@gmail.com,http://www.jovenesfuertes.org | www.facebook.com/jovenesfuertesuruguay/info?tab=page_info,María José Soler; Presidenta| Rosario Bartol| Vicepresidenta| Inés Ruiz| Coordinadora de Instituciones
Instituto Uruguayo de la Familia,2711 4076,contacto@iudefa.com,http://www.iudefa.com,Martha Naranjo| Codirectora| Ana Leopold| Codirectora
Instituto Universitario Asociación Cristiana de Jóvenes,2408 9922,web@iuacj.edu.uy,http://www.iuacj.edu.uy,Cr. Jorge Sangiovanni| Presidente| Dr. César Herrera| Vice-Presidente
Involucrate,091776739,comunicaciones@involucrate.uy,http://www.involucrate.uy/,Guillermo Fork| Andrea Alba
Kultura Cooperativa de Trabajo,29022429,kulturacoop@gmail.com,,Walter Zurdo Ríos| Blanca Delprato| Adriana Bautista
Instituto Universitario Francisco de Asís,42233897 I 42253100,secretaria@unifa.edu.uy,http://www.unifa.edu.uy,Martín Marzano| Presidente| Betthy Molina| Secretaria
Jugadores Anónimos Uruguay,2575 0006 | 2575 5392 | Linea de vida 098111533,jarr.pp@jugadoresanonimos.com.uy | jugadoresanonimos@jugadoresanonimos.com.uy,http://www.jugadoresanonimos.com.uy,
Jardín Guardería El Trencito - Centro CAIF El Trencito,47452013,caifeltrencito@hotmail.com,,
Interbarrial La Paloma,,onginterbarrial@gmail.com,,Virginia Mattos
Juventud para Cristo,2514 1414 | 2511 5637,jpcpersonal.ml@gmail.com,http://www.juventudparacristo.org.uy,María Eugenia Goyert| Presidenta| Luis Césari| Coordinador General
KKL Uruguay,2908 2515,uruguay@kklweb.org,http://www.kklweb.org,
Junior Achievement Uruguay - DESEM Jóvenes Emprendedores,2408 9977,info@desem.org.uy,http://www.desem.org.uy,Director Ejecutivo: Pablo Marroche| Presidenta: Patricia Marques
Instituto Uruguayo de Educación por el Arte - Taller Barradas,2619 1557,info@tallerbarradas.org,http://www.tallerbarradas.org.uy/,Salomon Azar| Director Honorario
Jugando en la Naturaleza,,,http://www.julana.org,
Juntos Podemos Uruguay,4642 8798,jpproduccionesmelo@gmail.com,http://www.juntospodemosuruguay.com,Francisca Silva| Presidenta
Liga Bichera Montevideo,096130638,,http://www.facebook.com/LIGA-Bichera-Montevideo,Sebastián Rubino
Librevista,22225980,ensayopermanente@librevista.com,http://www.librevista.com,Alejandro Baroni| editor
Juventus Asociación Deportiva,2901 0705,,http://www.juventus.com.uy,
Legion de la Buena Voluntad,2924 2790,lbv@lbv.org.uy,http://www.lbv.org.uy,José de Paiva Netto| Presidente| Maciel Ferreira| Director
Latino Americanos Motociclistas Asociados,096320147,lamamontevideouruguay@gmail.com,http://www.facebook.com/lama.montevideo/,Juan Russi (Presidente)| Daniel Ogando (Secretario)| Walter Baz (Referente)
Las Hormiguitas - Centro CAIF Las Hormiguitas,4522 1328,caiflashormiguitas@adinet.com.uy,,
Jugando Ando,2619 2293,,http://www.jugandoando.org,
La Sociedad Criolla Los Treinta y Tres y Puntas de Tres Cruces,99280490,,,Aldo Rodriguez| Presidente| Elsa Neiros| Marino De Souza
La Colmena Tacuarembó - Centro CAIF Colmenita,4632 2768,lacolmenatbo@gmail.com,,
Karumbé,598 98 614201,karumbemail@gmail.com,http://www.karumbe.org,Alejandro Fallabrino - Director Ejecutivo| Andres Estrades - Director Ejecutivo| Virginia Ferrando - Directora Area Veterinaria
La Gateada Sociedad Criolla,98163903,filonenkoferro@hotmail.com,http://Facebook: La Gateada Sociedad Criolla,Federico Filonenko| Presidente| José Ignacio Kolln| Vicepresidente| José Luis Camejo| Tesorero
La Calenda,29089511,aclacalenda@gmail.com,http://lacalenda.weebly.com/,Daniel Greif| Predisente| Lorena Gonzalez| Vicepresidente| Pablo Rodriguez| Tesorero
La Cachimba,4337 2015,lacachimba06@gmail.com,http://lacachimba06.blogspot.com | www.facebook.com/La-Cachimba,
La Asociación Nacional de Productores de Semillas del Uruguay,2925 4852,anaprose@anaprose.com.uy,http://www.anaprose.com.uy/,Jorge Beceiro (COPAGRAN)| Presidente| Sebastián Mari (WRIGHTSON PAS)| Vicepresidente| Germán Verdier (PROCAMPO)| Secretario
Lazo Blanco Uruguay,,lazoblancouruguay@gmail.com,http://www.facebook.com/lazoblancouruguay,Jhonny Reyes Peñalva
Junior Chamber International Uruguay,2408 0675,info@jciuruguay.org | presidencia@jciuruguay.org,http://www.jciuruguay.org,Sheila Vique| Presidente| Victor Machín| Vicepresidente Ejecutivo| Santiago Costabel| Secretario General
Liga de Defensa Social,4532 3130,,,Félix Sosa| Presidente
Liga de la Construcción del Uruguay,2908 2082 | 2908 6276,lcu@ligaconstruccion.org | liga@ligaconstruccion.org,http://www.ligaconstruccion.org,Ubaldo Camejo| Presidente| Jorge Viñoles| Vicepresidente| Juan Carlos Martínez| Secretario
Liga de Fomento de La Floresta,092080012,info@ligadelafloresta.com,http://www.ligadelafloresta.com/,Eduardo Raineri - Presidente| Juan Pablo Pesce - Pro tesorero| Ramón Carlos Abin De María - Secretario
La Casa de la Mujer de Florida,4352 4388,mpedrin22@gmail.com,,
La Chacra CEREDI,094989790,ceredi.lachacra@gmail.com,,María Luzardo - Coordinadora.| Raúl Lombardi
Lazos de Amistad,4658 2075,,,María Teresa Vargas| Presidenta
Liga de Trabajo Del Carmen,4365 4038,ltcarmen2010@gmail.com,,Gustavo Russo| Presidente
Liga del Trabajo de Guichón,4742 2323 | 4742 2380,ligatrabajo@adinet.com.uy,,Fernando Lasaga | Presidente
Liga de Trabajo de Curtina,4630 - 8268,marcirionunez@hotmail.com,,Marcirio Núñez| Presidente
Liga de Trabajo de Algorta,,solymarservicios@hotmail.com,,
Liga de Trabajo de Molles,4368 2008,ingdiaz29@gmail.com,,
Liga de Defensa Comercial,2908 1636,lideco@lideco.com,http://www.lideco.com,Pablo Montaldo| Presidente| Matilde Carrau| Vicepesidente| José Luis Rial| Secretario
Liga de Fomento y Turismo de La Paloma,4479 6088,ligalapaloma@gmail.com,http://www.ligalapaloma.com.uy,Ricardo Pereyra del Castillo| Presidente| Rosana Correa| Centro de Información.| Carlos Machado| Comuniacción Institucional
Los Muchachos de Antes,2362 3768 | 2369 3900 | 2365 3501,,,
Luciérnaga,4632 9797|098673156,a.claudiaabdo.m@hotmail.com,,Claudia Abdo| Presidenta| Mónica Piriz| Comisión Directiva| Carmen Pintos| Comisión Directiva
Liga de la Leche Uruguay,99606174,ligadelalecheuruguay@gmail.com,http://www.llliuruguay.org,
Liga de vecinos Parque del Plata - Centro CAIF Parque del Plata,4375 2623,No tiene,,
Mano Amiga - Centro CAIF Aceguá,46425 9864,,,
Man Flowers,094 370 785,manflowers2008@hotmail.com,http://Facebook: www.facebook.com/man.flowers,
Liga de Trabajo de Fraile Muerto,4688 9016,ligadefm@hotmail.com,,Athos Olivera| Directivo
Madrinas por la Vida,2601 0867,martag@netgate.com.uy,http://www.facebook.com/privilegiodemujer,Marta Grego
Madres y Familiares de Detenidos Desaparecidos - Paysandú,4724 2526 |,melagadeag@yahoo.com.ar,http://www.desaparecidos.org.uy,María del Carmen Gadea
Liga Uruguaya de Defensa del Consumidor,24012174 | 091001104,consumo@adinet.com.uy,,Laura Paz Arrarte| Presidenta
Maldonado por la Tierra y el Agua,98390465,maldonadoporlatierrayelagua@gmail.com,http://www.facebook.com/maldonadoporlatierrayelagua?ref=hl,Arq. Juan Carlos Salazar| Claudia Amaya| Yamila Leoni
Liga de Amas de Casa| Consumidores y Usuarios del Uruguay,2902 1112,ligadeamasdecasa@adinet.com.uy,http://ligadeamasdecasa.com.uy,Mabel Lorenzo de Sánchez| Presidenta.| María Esther Álvarez| Vicepresidenta.| Nenee Domínguez| Secretaria.
Madres de La Cruz,2522 6808 | 096640043 | 099611995 | 094297507,madresdelacruz@adinet.com.uy,http://www.madresdelacruz.org,Gloria Pfeiff| Vicky Marguery| María Laura Methol
LUPA. Periodismo Comunitario Participativo,2408 8383,lupatreintaytres@gmail.com,http://www.lupa.org.uy,Martín Maguna| Coordinador
Llamale H. Asociación Civil por la Cultura y la Diversidad.,,yamandul@llamaleh.org,http://www.llamaleh.org,Mercedes Martín| Coordinación General| Yamandú Lasa| Gestor| José Cote Romero| Gestor
Mesa Permanente contra la Impunidad,2522 4858 / 095 868 248,mesaimpunidad@gmail.com,,Albaro Sala| Ana Amorós| Lille Garuzzo
Liga Uruguaya contra la Epilepsia,,ligaepi@gmail.com,http://ligaepi.blogspot.com,Patricia Braga| Presidente| Susana Duce| Secretaria
Liga de Trabajo de Tomás Gomensoro,4777 2340,gomsrl@adinet.com.uy,,
Mesa Coordinadora de Sindicatos de las Panificadoras,2900 4394,mesadelpan@hotmail.com,,Pablo Turnes| Coordinador
Mesa Nacional de Diálogo sobre Voluntariado y Compromiso Social,2901 1646,coordinacion@mesadevoluntariado.org.uy,http://www.mesadevoluntariado.org.uy,Analía Bettoni| Coordinadora
Mesa Ecológica. Articuladora de Unidad| Red de Redes en defensa del Medio Ambiente en Uruguay,097-400-916,urugmancini@hotmail.com,http://urugmancini.wixsite.com/mesa-ecologica,Rodrigo Pinto| Vocero
Merendero El Albolito,,,,Beatriz Chinazo de Cunha| Presidenta| Abilio Cuna
Mejorando Campana,,,,
Médicos del Mundo Francia en Uruguay,2401 0303 | 093 82 35 11,genco.uruguay@medecinsdumonde.net,http://www.medicosdelmundo.org.uy,Carine Thibaut | Coordinadora General en Uruguay
Luna Nueva - Instituto de Investigación Acción,2696 3743,onglunanueva@gmail.com,,Gabriela Rivero| Presidenta| Alfredo Correa| Director
Madres y Familiares de Uruguayos Detenidos Desaparecidos,2929 16 25,famidesa@adinet.com.uy,http://desaparecidos.org.uy,
María del Pinar - Centro CAIF María del Pinar,,,,
